sample_offset_s,node,seq,node_us,sync_us,rx_us,yaw_cd,pitch_cd,roll_cd,x_mm,y_mm,z_mm,gaps
5.482822,2,150,35569000,38287000,38293000,-150,-750,150,150,-150,-150,0
5.488623,1,66,37327000,38294000,38299000,642,618,222,126,258,546,0
5.492999,2,151,35579000,38297000,38303000,-187,-773,133,139,-163,-131,0
5.498728,1,67,37337000,38303000,38309000,679,641,239,137,271,527,0
5.503186,2,152,35589000,38308000,38313000,-224,-796,116,128,-176,-112,0
5.508759,1,68,37347000,38313000,38319000,716,664,256,148,284,508,0
5.513170,2,153,35600000,38319000,38324000,-261,-819,99,117,-189,-93,0
5.518991,1,69,37357000,38323000,38329000,753,687,273,159,297,489,0
5.523292,2,154,35610000,38329000,38334000,-298,-842,82,106,-202,-74,0
5.529322,1,70,37367000,38333000,38339000,790,710,290,170,310,470,0
5.533310,2,155,35620000,38339000,38344000,-335,-865,65,95,-215,-55,0
5.539297,1,71,37377000,38343000,38350000,827,733,307,181,323,451,0
5.543829,2,156,35630000,38349000,38354000,-372,-888,48,84,-228,-36,0
5.550320,1,72,37387000,38353000,38360000,864,756,324,192,336,432,0
5.553779,2,157,35640000,38360000,38364000,-409,-889,31,73,-241,-17,0
5.559325,1,73,37398000,38364000,38370000,901,779,341,203,349,413,0
5.563830,2,158,35650000,38369000,38374000,-446,-866,14,62,-254,2,0
5.569657,1,74,37408000,38374000,38380000,938,802,358,214,362,394,0
5.573942,2,159,35660000,38379000,38384000,-483,-843,-3,51,-267,21,0
5.579825,1,75,37418000,38384000,38390000,975,825,375,225,375,375,0
5.584278,2,160,35670000,38389000,38395000,-520,-820,-20,40,-280,40,0
5.589883,1,76,37428000,38394000,38400000,1012,848,392,236,388,356,0
5.594349,2,161,35681000,38400000,38405000,-557,-797,-37,29,-293,59,0
5.599957,1,77,37438000,38404000,38410000,1049,871,409,247,401,337,0
5.604288,2,162,35691000,38410000,38415000,-594,-774,-54,18,-306,78,0
5.610239,1,78,37448000,38414000,38421000,1086,894,426,258,414,318,0
5.614656,2,163,35701000,38420000,38425000,-631,-751,-71,7,-319,97,0
5.620311,1,79,37458000,38424000,38431000,1123,883,443,269,427,299,0
5.624745,2,164,35711000,38431000,38435000,-668,-728,-88,-4,-332,116,0
5.630313,1,80,37468000,38434000,38441000,1160,860,460,280,440,280,0
5.634810,2,165,35721000,38440000,38445000,-705,-705,-105,-15,-345,135,0
5.640482,1,81,37479000,38445000,38451000,1197,837,477,291,453,261,0
5.645048,2,166,35731000,38450000,38455000,-742,-682,-122,-26,-358,154,0
5.650651,1,82,37489000,38455000,38461000,1234,814,494,302,466,242,0
5.655071,2,167,35741000,38460000,38465000,-779,-659,-139,-37,-371,173,0
5.660861,1,83,37499000,38465000,38471000,1271,791,511,313,479,223,0
5.665225,2,168,35751000,38470000,38476000,-816,-636,-156,-48,-384,192,0
5.670867,1,84,37509000,38475000,38481000,1308,768,528,324,492,204,0
5.675294,2,169,35762000,38481000,38486000,-853,-613,-173,-59,-397,211,0
5.681106,1,85,37519000,38485000,38491000,1345,745,545,335,505,185,0
5.685339,2,170,35772000,38491000,38496000,-890,-590,-190,-70,-410,230,0
5.691259,1,86,37529000,38495000,38502000,1382,722,562,346,518,166,0
5.695582,2,171,35782000,38501000,38506000,-927,-567,-207,-81,-423,249,0
5.701229,1,87,37539000,38505000,38512000,1419,699,579,357,531,147,0
5.706303,2,172,35793000,38513000,38517000,-964,-544,-224,-92,-436,268,0
5.711365,1,88,37550000,38516000,38522000,1456,676,596,368,544,128,0
5.716468,2,173,35803000,38522000,38527000,-1001,-521,-241,-103,-449,287,0
5.721664,1,89,37560000,38527000,38532000,1493,653,613,379,557,109,0
5.726649,2,174,35813000,38532000,38537000,-1038,-498,-258,-114,-462,306,0
5.731805,1,90,37570000,38537000,38542000,1530,630,630,390,570,90,0
5.736776,2,175,35823000,38542000,38547000,-1075,-475,-275,-125,-475,325,0
5.742321,1,91,37580000,38547000,38553000,1567,607,647,401,583,71,0
5.746921,2,176,35833000,38551000,38557000,-1112,-452,-292,-136,-488,344,0
5.752645,1,92,37591000,38557000,38563000,1604,584,664,412,596,52,0
5.757059,2,177,35843000,38562000,38567000,-1149,-429,-309,-147,-501,363,0
5.762586,1,93,37601000,38567000,38573000,1641,561,681,423,591,33,0
5.766993,2,178,35853000,38572000,38577000,-1186,-406,-326,-158,-514,382,0
5.772839,1,94,37611000,38577000,38583000,1678,538,698,434,578,14,0
5.777213,2,179,35863000,38582000,38588000,-1223,-383,-343,-169,-527,401,0
5.783010,1,95,37621000,38587000,38593000,1715,515,715,445,565,-5,0
5.787285,2,180,35874000,38593000,38598000,-1260,-360,-360,-180,-540,420,0
5.793104,1,96,37631000,38597000,38603000,1752,492,732,456,552,-24,0
5.797379,2,181,35884000,38603000,38608000,-1297,-337,-377,-191,-553,439,0
5.803126,1,97,37641000,38607000,38614000,1789,469,749,467,539,-43,0
5.807744,2,182,35894000,38613000,38618000,-1334,-314,-394,-202,-566,458,0
5.813271,1,98,37651000,38617000,38624000,1774,446,766,478,526,-62,0
5.817796,2,183,35904000,38624000,38628000,-1371,-291,-411,-213,-579,477,0
5.823330,1,99,37662000,38628000,38634000,1737,423,783,489,513,-81,0
5.827890,2,184,35914000,38633000,38638000,-1408,-268,-428,-224,-592,496,0
5.833571,1,100,37672000,38638000,38644000,1700,400,800,500,500,-100,0
5.838077,2,185,35924000,38643000,38648000,-1445,-245,-445,-235,-595,515,0
5.843772,1,101,37682000,38648000,38654000,1663,377,817,511,487,-119,0
5.848190,2,186,35934000,38653000,38659000,-1482,-222,-462,-246,-582,534,0
5.853792,1,102,37692000,38658000,38664000,1626,354,834,522,474,-138,0
5.858744,2,187,35945000,38664000,38669000,-1519,-199,-479,-257,-569,553,0
5.864060,1,103,37702000,38669000,38674000,1589,331,851,533,461,-157,0
5.868317,2,188,35955000,38674000,38679000,-1556,-176,-496,-268,-556,572,0
5.874176,1,104,37712000,38678000,38685000,1552,308,868,544,448,-176,0
5.878505,2,189,35965000,38684000,38689000,-1593,-153,-513,-279,-543,591,0
5.884168,1,105,37722000,38688000,38695000,1515,285,885,555,435,-195,0
5.888882,2,190,35975000,38695000,38699000,-1630,-130,-530,-290,-530,590,0
5.894325,1,106,37732000,38698000,38705000,1478,262,898,566,422,-214,0
5.898897,2,191,35985000,38705000,38709000,-1667,-107,-547,-301,-517,571,0
5.904614,1,107,37743000,38709000,38715000,1441,239,881,577,409,-233,0
5.909030,2,192,35995000,38714000,38719000,-1704,-84,-564,-312,-504,552,0
5.914702,1,108,37753000,38719000,38725000,1404,216,864,588,396,-252,0
5.919152,2,193,36005000,38724000,38729000,-1741,-61,-581,-323,-491,533,0
5.924823,1,109,37763000,38729000,38735000,1367,193,847,599,383,-271,0
5.929361,2,194,36015000,38734000,38740000,-1778,-38,-598,-334,-478,514,0
5.935017,1,110,37773000,38739000,38745000,1330,170,830,590,370,-290,0
5.939374,2,195,36026000,38745000,38750000,-1785,-15,-615,-345,-465,495,0
5.945078,1,111,37783000,38749000,38755000,1293,147,813,579,357,-309,0
5.949414,2,196,36036000,38755000,38760000,-1748,8,-632,-356,-452,476,0
5.955337,1,112,37793000,38759000,38766000,1256,124,796,568,344,-328,0
5.960117,2,197,36046000,38765000,38771000,-1711,31,-649,-367,-439,457,0
5.965300,1,113,37803000,38769000,38776000,1219,101,779,557,331,-347,0
5.970344,2,198,36057000,38776000,38781000,-1674,54,-666,-378,-426,438,0
5.975364,1,114,37814000,38781000,38786000,1182,78,762,546,318,-366,0
5.980333,2,199,36067000,38786000,38791000,-1637,77,-683,-389,-413,419,0
5.985647,1,115,37824000,38791000,38796000,1145,55,745,535,305,-385,0
5.990483,2,200,36077000,38796000,38801000,-1600,100,-700,-400,-400,400,0
5.996275,1,116,37834000,38801000,38807000,1108,32,728,524,292,-404,0
6.000710,2,201,36087000,38806000,38811000,-1563,123,-717,-411,-387,381,0
